"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"Test acc 3961","Channel Partner / Reseller","525 S. Lexington Ave","West Melbourne","CA",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TULTITLAN","CN-SD",55110,"US","VABC610313NR2","www.Test acc 3961.com","Insurance","Other",52,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4403
"Test acc 3962","Installation Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","WEST ALTON","CA-ON",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TULTITLAN","CN-SD","3521 EN","NL","UVA030310LF8","www.Test acc 3962.com","Machinery","Public",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4404
"Test acc 3963","Technology Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Wenzhou","CA-ON",0,"MX","DHE010828K6A","TULTEPEC","CN-SH",54900,"MX","UTM931109I9A","www.Test acc 3963.com","Manufacturing","Private",23,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4405
"Test acc 3964","Other","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Wenzhou","CA-ON",0,"MX","CES081007NE0","TULARE","CN-SH",0,"MX","UPN830920KC4","www.Test acc 3964.com","Media","Subsidiary",45,"Hot","Commerical logistics and transportation company.",4406
"Test acc 3965","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Weihai","CA-ON",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TULA DE ALLENDE","CN-SH",54900,"MX","UPLU750329244","www.Test acc 3965.com","Not For Profit","Other",234,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4407
"Test acc 3966","Customer - Direct","The Landmark @ One Market","Weifang","CH-VD",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","Tsuen Wan NT","CN-SH",54980,"MX","UNI9704247M21","www.Test acc 3966.com","Recreation","Public",5,"Cold","World's third largest oil and gas company.",4408
"Test acc 3967","Customer - Channel","1301 Avenue of the Americas 
New York, NY 10019
USA","Weifang","CH-ZH",0,"MX","1301 Hoch Drive","Tsuen Wan","CN-SH",93291,"US","UNA621029N46","www.Test acc 3967.com","Retail","Private",4634,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4409
"Test acc 3968","Channel Partner / Reseller","1301 Hoch Drive","Waupaca","CN-FJ",0,"MX","2 Place Jussieu","Tsuen Wan","CN-SX",42808,"MX","UME110712SYA","www.Test acc 3968.com","Shipping","Subsidiary",56,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4410
"Test acc 3969","Installation Partner","2 Place Jussieu","Warren","CN-FJ",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Tsuen Wan","CN-XJ","na","HK","UIM830519SJA","www.Test acc 3969.com","Technology","Other",45,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4411
"Test acc 397","Technology Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","WARREN","CN-FJ",0,"MX","Test acc 2157","Tsimshatsui, Kowloon","CN-ZJ",111111,"HK","UHP900402Q29","www.Test acc 397.com","Telecommunications","Public",63,"Cold","Commerical logistics and transportation company.",4412
"Test acc 3970","Other","312 Constitution Place
Austin, TX 78767
USA","Warren","CN-FJ",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TROY","CN-ZJ","HKSAR","HK","UES1211137X0","www.Test acc 3970.com","Transportation","Private",46,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4413
"Test acc 3971","Prospect","345 Shoreline Park
Mountain View, CA 94043
USA","Wanchai","CN-FJ",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TORRITA DI SIENA","CN-ZJ","HKSAR","HK","UDI121019FN2","www.Test acc 3971.com","Utilities","Subsidiary",234,"Hot","World's third largest oil and gas company.",4414
"Test acc 3972","Customer - Direct","525 S. Lexington Ave","Wanchai","CN-GD",0,"MX","DHE010828K6A","TORREON","CN-ZJ","na","HK","UB2 5LJ","www.Test acc 3972.com","Other","Other",52345,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4415
"Test acc 3973","Customer - Channel","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Wanchai","CN-GD",0,"MX","CES081007NE0","TORREON","CN-ZJ",12180,"US","UAM661220TF7","www.Test acc 3973.com","Agriculture","Public",23,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4416
"Test acc 3974","Channel Partner / Reseller","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Wan Chai","CN-GD",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TORREON","CN-ZJ",53049,"IT","UACE350204HV7","www.Test acc 3974.com","Apparel","Private",45,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4417
"Test acc 3975","Installation Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Wals/Salzburg","CN-GD",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TOLUCA","CN-ZJ",27010,"MX","TYU7712304L6","www.Test acc 3975.com","Banking","Subsidiary",23,"Warm","Commerical logistics and transportation company.",4418
"Test acc 3976","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","VINCENNES","CN-GD",0,"MX","1301 Hoch Drive","TOLUCA","CN-ZJ",27100,"MX","TVE060408JL4","www.Test acc 3976.com","Biotechnology","Other",452,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4419
"Test acc 3977","Other","The Landmark @ One Market","VILLAHERMOSA","CN-GD",0,"MX","2 Place Jussieu","TOLUCA","CN-ZJ",27278,"MX","TUN981229D27","www.Test acc 3977.com","Chemicals","Public",345,"Warm","World's third largest oil and gas company.",4420
"Test acc 3978","Prospect","1301 Avenue of the Americas 
New York, NY 10019
USA","Verl","CN-GD",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TOLUCA","CN-ZJ",0,"MX","TTR860408K74","www.Test acc 3978.com","Communications","Private",2,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4421
"Test acc 3979","Customer - Direct","1301 Hoch Drive","VERACRUZ","CN-GD",0,"MX","Test acc 2157","TOLUCA","CN-ZJ",50000,"MX","TTR1102141G4","www.Test acc 3979.com","Construction","Subsidiary",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4422
"Test acc 398","Customer - Channel","2 Place Jussieu","VERACRUZ","CN-GD",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TOLUCA","CN-ZJ",50200,"MX","TSI070309Q84","www.Test acc 398.com","Consulting","Other",1,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4423
"Test acc 3980","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","VERACRUZ","CN-GD",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TLAXCALA","CN-ZJ",50220,"MX","TSG0606274N7","www.Test acc 3980.com","Education","Public",235,"Warm","Commerical logistics and transportation company.",4424
"Test acc 3981","Installation Partner","312 Constitution Place
Austin, TX 78767
USA","VENUSTIANO CARRANZA","CN-GD",0,"MX","DHE010828K6A","TLAXCALA","CN-ZJ",50233,"MX","TRT130129EX6","www.Test acc 3981.com","Electronics","Private",23,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4425
"Test acc 3982","Technology Partner","345 Shoreline Park
Mountain View, CA 94043
USA","Vedene","CN-GD",0,"MX","CES081007NE0","TLANETANTLA DE BAZ","CN-ZJ",52176,"MX","TRT130128EX6","www.Test acc 3982.com","Energy","Subsidiary",45,"Warm","World's third largest oil and gas company.",4426
"Test acc 3983","Other","525 S. Lexington Ave","Vadnais Heights","CN-GD",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TLANEPANTLA","CN-ZJ",90000,"MX","TRA990129QY1","www.Test acc 3983.com","Engineering","Other",23,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4427
"Test acc 3984","Prospect","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Utrecht","CN-JS",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TLALPAN","CN-ZJ",90930,"MX","TRA070606RDA","www.Test acc 3984.com","Entertainment","Public",45,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4428
"Test acc 3985","Customer - Direct","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Tutlitlan","CN-JS",0,"MX","1301 Hoch Drive","TLALNEPANTLA DE BAZ","CN-ZJ",54060,"MX","TQA100511KQ8","www.Test acc 3985.com","Environmental","Private",234,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4429
"Test acc 3986","Customer - Channel","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TULTITLAN","CN-JS",0,"MX","2 Place Jussieu","TLALNEPANTLA","CT",54440,"MX","TPS110222U48","www.Test acc 3986.com","Finance","Subsidiary",52,"Cold","Commerical logistics and transportation company.",4430
"Test acc 3987","Channel Partner / Reseller","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TULTITLAN","CN-JS",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TIJUANA","DA",0,"MX","TPR920625G68","www.Test acc 3987.com","Food & Beverage","Other",436,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4431
"Test acc 3988","Installation Partner","The Landmark @ One Market","TULTEPEC","CN-JS",0,"MX","Test acc 2157","TIJUANA","DE",54090,"MX","TPA090106GN7","www.Test acc 3988.com","Government","Public",3,"Hot","World's third largest oil and gas company.",4432
"Test acc 3989","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","TULARE","CN-SD",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TIJUANA","DE-NW",54050,"MX","TPA060126CP5","www.Test acc 3989.com","Healthcare","Private",456,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4433
"Test acc 399","Other","1301 Hoch Drive","TULA DE ALLENDE","CN-SD",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TIJUANA","DE-NW",22000,"MX","TOVB8001178J6","www.Test acc 399.com","Hospitality","Subsidiary",457,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4434
"Test acc 3990","Prospect","2 Place Jussieu","Tucson","CN-SD",0,"MX","DHE010828K6A","TIJUANA","DE-NW",22114,"MX","TOTM691113T34","www.Test acc 3990.com","Insurance","Other",4,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4435
"Test acc 3991","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Tsuen Wan NT","CN-SD",0,"MX","CES081007NE0","TIJUANA","DE-RP",22123,"MX","TORJ690506GX1","www.Test acc 3991.com","Machinery","Public",6,"Hot","Commerical logistics and transportation company.",4436
"Test acc 3992","Customer - Channel","312 Constitution Place
Austin, TX 78767
USA","Tsuen Wan","CN-SD",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TEPOTZOTLAN","ES-A",22210,"MX","TORD640401168","www.Test acc 3992.com","Manufacturing","Private",856,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4437
"Test acc 3993","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","Tsuen Wan","CN-SH",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TEOLOYUCAN","FL",22236,"MX","TOMD671031FI8","www.Test acc 3993.com","Media","Subsidiary","Cold","World's third largest oil and gas company.",,4438
"Test acc 3994","Installation Partner","525 S. Lexington Ave","Tsuen Wan","CN-SH",0,"MX","1301 Hoch Drive","TEHUACAN","FL",22450,"MX","TOM850506EL9","www.Test acc 3994.com","Not For Profit","Other",34,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4439
"Test acc 3995","Technology Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Tsimshatsui, Kowloon","CN-SH",0,"MX","2 Place Jussieu","TECATE","FR-12",54506,"MX","TOLR610211KU2","www.Test acc 3995.com","Recreation","Public",6,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4440
"Test acc 3996","Other","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","TROY","CN-SH",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TECAMACHALCO","FR-13",54770,"MX","TOGV610525AW4","www.Test acc 3996.com","Retail","Private",34,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4441
"Test acc 3997","Prospect","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TORRITA DI SIENA","CN-SH",0,"MX","Test acc 2157","Tavullia","FR-31",75730,"MX","TOGJ601209MY8","www.Test acc 3997.com","Shipping","Subsidiary",57,"Warm","Commerical logistics and transportation company.",4442
"Test acc 3998","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TORREON","CN-SX",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Tangxian Town","FR-33",21430,"MX","TOGE7811267Y5","www.Test acc 3998.com","Technology","Other",675,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4443
"Test acc 3999","Customer - Channel","The Landmark @ One Market","TORREON","CN-XJ",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TAMPICO","FR-41",75480,"MX","TOGC891122BV7","www.Test acc 3999.com","Telecommunications","Public",8,"Warm","World's third largest oil and gas company.",4444
"Test acc 4","Channel Partner / Reseller","1301 Avenue of the Americas 
New York, NY 10019
USA","TORREON","CN-ZJ",0,"MX","DHE010828K6A","Taiwan","FR-53",61010,"IT","TOEC510524CC0","www.Test acc 4.com","Transportation","Private",5134,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4445
"Test acc 40","Installation Partner","1301 Hoch Drive","TOLUCA","CN-ZJ",0,"MX","CES081007NE0","Taipei","FR-59",321314,"CN","TOD010628PE3","www.Test acc 40.com","Utilities","Subsidiary",3,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4446
